ɂ́ɟɀʇɽʃ,Hîsyêô,Meaning,Verb,Noun,Modifier,Frequentative,Type,Kokanu,I,Origin,Origin IPA,Family,Word Ref,Group,/a/,/o/,/ə/,/u/,/ɪ/,/i/,/ɛ/,/e/,Syllabary,Actual IPA,Length,Rank
ⱴɟꜿ͊ɟ,zîgîl,falling,to be falling/sinking,fall/sink,falling/sinking,,Adjective,,z,Kyrgy жыгыл- jıgıl-,,Turkic,zîgîl,Phenomenology 304: Advanced Motion II,0,0,0,0,0,2,0,0,zîgîl,/ˈd͡ʒi.gil/,5,17.06.11.06.23
ⱴɟꞇɽʄ,zîcoû,to train (a skill/ability),to train,skill/ability,trainable,,Verb,nan,z,Mandarin 技巧 jìqiǎo,,Sino-Tibetan,zîcoû,Communication 301: Intermediate Concepts I,1,0,0,1,0,1,0,0,zîcaû,/ˈd͡ʒi.t͡ɕɑ.u/,5,17.06.13.01.08
ⱴɟɋɟcʄ,zîxîtû,finger/toe,to be a finger/toe/digit,finger/toe/digit,finger/toe/digit-related,,Noun,talili,z,Portuguese dígito,/ˈd͡ʒi.ʒi.tu/,Romance,zîxîtû,Anatomy 203: Basic Anatomy III,0,0,0,1,0,2,0,0,zîxîtû,/ˈd͡ʒi.ʃi.tu/,6,17.06.15.06.12
ⱴɟⱴɟɀ,zîzîyo,tendon/root,to be a tendon/root,tendon/root,tendon/root-related,,Noun,,z,Hausa jíijíyàa,,Afroasiatic,zîzîyo,Anatomy 304: Intermediate Anatomy II,1,0,0,0,0,2,0,0,zîzîya,/ˈd͡ʒi.d͡ʒi.jɑ/,6,17.06.17.06.24
ⱴ̃ɟꜿʃ,zîngu,orange,to be orange,orange-ness,orange,,Adjective,nalinca,z,Malay jingga,/d͡ʒiŋɡə/,Austronesian,zîngu,Color 202: Secondary Colors,0,0,1,0,0,1,0,0,zîngr,/ˈd͡ʒin.gʌ/,5,17.06.21.11.07
ⱴɟʒ̆ȷ,zîwit,alive,to be alive,aliveness,alive,,Adjective,haja,z,Hindi जीवित jīvit,/d͡ʒiː.ʋɪt̪/,Indo-Iranian,zîwit,Anatomy 102: Anatomical Properties I,0,0,0,0,1,1,0,0,zîwit,/ˈd͡ʒi.wɪt/,5,17.06.22.05.12
ⱴ͊ɟɀɽ́ɟ,zîlyoîs,deep,to be deep,depth,deep,,Adjective,,z,Latvian dziļais,[d̪͡z̪iʎɑis̪],Balto-Slavic,zîlyoîs,Evaluation 204: Intermediate Evaluations III,1,0,0,0,0,2,0,0,zîlyaîs,/ˈd͡ʒil.jɑ.is/,7,17.06.23.24.01
ⱴʃɔ,zuko,bag,to be a bag,bag,bag-related,,Noun,,z,Hausa jàkā,[d͡ʒə̀.káː],Afroasiatic,zuko,Tools 102: Elementary Objects I,1,0,1,0,0,0,0,0,zrka,/ˈd͡ʒʌ.kɑ/,4,17.07.10.01.00
ⱴ́ʃʋ̆,zusbot,emotion,to be an emotion,an emotion,emotion-related,,Noun,pela,z,Urdu  جَذْبَات jaẕbāt,[ˈd͡ʒəzbaːt],Indo-Iranian,zusbot,Emotion 301: Intermediate Emotions,1,0,1,0,0,0,0,0,zrsbat,/ˈd͡ʒʌs.bɑt/,6,17.07.14.18.01
ⱴʃʒʋʄ,zuwobû,to answer [with] (a response),to answer/respond [with],an answer/response,answered/responded,,Verb,cawapu,z,Swahili jawabu,/d͡ʒa'wa.bu/,Niger-Congo,zuwobû,Communication 102: Basic Communication I,1,0,1,1,0,0,0,0,zrwabû,/d͡ʒʌ.ˈwɑ.bu/,6,17.07.22.01.18
ⱴʄɂʃ,zûhu,tongue,to be a tongue,tongue,tongue-related,,Noun,,z,Albanian gjuhë,/ˈɟuhə/,Albanian,zûhu,Anatomy 203: Basic Anatomy III,0,0,1,1,0,0,0,0,zûhr,/ˈd͡ʒu.hʌ/,4,17.08.09.07.00
ⱴʄcı,zûtô,to regret (a regret),to regret/symphasize,a regret/sympathy,regrettable/sympathizable,,Verb,,z,Swahili juto,/d͡ʒuto/,Niger-Congo,zûtô,Emotion 102: Emotive Actions,0,1,0,1,0,0,0,0,zûtô,/ˈd͡ʒu.to/,4,17.08.12.02.00
ⱴ̃ʄꜿı,zûngô,hand,to be a hand,hand,hand-related,,Noun,,z,Fula junngo,[d͡ʒuŋᵑɡɔ],Niger-Congo,zûngô,Anatomy 202: Basic Anatomy II,0,1,0,1,0,0,0,0,zûngô,/ˈd͡ʒun.go/,5,17.08.21.11.02
ⱴ̃ʄcʄʓʃ,zûntûlu,joint,to be a joint,joint,joint-related,,Noun,,z,Valencian Catalan juntura,[d͡ʒunˈtu.ɾa],Romance,zûntûlu,Anatomy 304: Intermediate Anatomy II,0,0,1,2,0,0,0,0,zûntûlr,/ˈd͡ʒun.tu.lʌ/,7,17.08.21.12.08
ⱴ̃ʄʓ,zûnlo,series/sentence,to be a series/sentence,series/sentence,series/sentence-related,,Noun,,z,Arabic جُمْلَة jumla,/d͡ʒum.la/,Afroasiatic,zûnlo,Language 101: Introduction to Hisyëö,1,0,0,1,0,0,0,0,zûnla,/ˈd͡ʒun.lɑ/,5,17.08.21.23.01
ⱴʄɀȷ,zûyi,to spot/notice (the spotted/noticed),to spot/notice/locate,the spotted/noticed/located,spottable/noticable/locatable,to watch,Verb,,z,Mandarin 注意 zhùyì,/d͡ʒu.jɨ/,Sino-Tibetan,zûyi,Phenomenology 202: Fundamental Senses II,0,0,0,1,1,0,0,0,zûyi,/ˈd͡ʒu.jɪ/,4,17.08.24.05.00
ʋɽ̆ȷ,boit,256 byte,to be a byte,a byte,byte-th (256th),,Numeral,,b,English byte,/baɪt/,Germanic,boit,Mathematics 203: Intermediate Numbers I,1,0,0,0,1,0,0,0,bait,/ˈbɑ.ɪt/,4,18.01.05.12.00
ʋɽɟɤ̃ı,boîfôn,to emit (excreta),to emit/eject/excrete,excreta,emittable/ejectable/excretable,,Verb,papon,b,Cantonese 排放 paaifong,/pʰaːi̯fɔːŋ/,Sino-Tibetan,boîfôn,Anatomy 303: Anatomical Actions,1,1,0,0,0,1,0,0,baîfôn,/ˈbɑ.i.fon/,6,18.01.06.19.02
ʋɂʓ̃,boholon,closet/cupboard/cabinet,to be a closet/cupboard/cabinet,closet/cupboard/cabinet,closet/cupboard/cabinet-related,,Noun,,b,Armenian պահարան paharan,[pɑhɑˈɾɑn],Armenian,boholon,Architecture 202: Elementary Structures II,3,0,0,0,0,0,0,0,bahalan,/ˈbɑ.hɑ.lɑn/,7,18.01.09.01.23
ʋꜿı,bogô,luck,to be luck/fate,luck/fate,luck/fate-related,,Noun,,b,Bengali ভাগ্য bhaggo,[ˈbʱaɡːoˑ],Indo-Iranian,bogô,Communication 303: Meta-Concepts II,1,1,0,0,0,0,0,0,bagô,/ˈbɑ.go/,4,18.01.11.02.00
ʋc̑ʃ,botuk,flat,to be flat,flatness,flat,,Adjective,,b,Tagalog ᜉᜆᜄ᜔ patag,[ˈpa.tɐɡ],Austronesian,botuk,Architecture 302: Structural Properties II,1,0,1,0,0,0,0,0,batrk,/ˈbɑ.tʌk/,5,18.01.12.07.10
ʋ̆ɀc,botyoto,responsible,to be responsible/liable,responsibility/liability,responsible/liable,,Adjective,,b,Telugu బాధ్యత bādhyata,/baːɖʱ.ja.ta/,Dravidian,botyoto,Evaluation 302: Advanced Evaluations I,3,0,0,0,0,0,0,0,batyata,/ˈbɑt.jɑ.tɑ/,7,18.01.12.24.01
ʋ́cɤ́ɟ,bostofîs,representative/delegate,to be a representative/delegate,representative/delegate,representative/delegate-related,,Noun,,b,Latvian pārstāvis,[paːrstaːvis],Balto-Slavic,bostofîs,Sociology 303: Politics II,2,0,0,0,0,1,0,0,bastafîs,/ˈbɑs.tɑ.fis/,8,18.01.14.12.01
ʋɋı,boxô,place,to be a place/location,place/location,place/location-related,,Noun,jan,b,Japanese ばしょ basho,[ba̠ɕo̞],Japonic,boxô,Geography 101: Basic Geography I,1,1,0,0,0,0,0,0,baxô,/ˈbɑ.ʃo/,4,18.01.15.02.00
ʋʌɟ,bodî,unmoving,to be still/unmoving,stillness,still/unmoving,,Adjective,patun,b,Luo podi,/pa.di/,Nilo-Saharan,bodî,Phenomenology 101: Fundamental Motion I,1,0,0,0,0,1,0,0,badî,/ˈbɑ.di/,4,18.01.16.06.00
ʋʋıɽ̃ʃ,bobôun,system,to be a system,system,system-related,,Noun,,b,Khmer ប្រព័ន្ធ prɑpŏən,/prɑ.ˈpŏən/,Austro-asiatic,bobôun,Communication 203: Meta-Concepts I,1,1,1,0,0,0,0,0,babôrn,/ˈbɑ.bo.ʌn/,6,18.01.18.02.07
ʋƶꜿɿ,bomoge,prone,to be prone/prostrate,prone-ness/prostrate-ness,prone/prostrate-related,,Adjective,opoki,b,Swedish på mage,/poːmɑːɡɛ/,Germanic,bomoge,Anatomy 302: Anatomical Properties II,2,0,0,0,0,0,1,0,bamagb,/ˈbɑ.mɑ.gɛ/,6,18.01.20.01.11
ʋƨ,bono,facing/pointing,to be facing/pointing,pointedness/directionality,facing/pointing,,Adjective,,b,Hebrew פָּנָה paná,/pa'na/,Afroasiatic,bono,Geography 201: Basic Geography II,2,0,0,0,0,0,0,0,bana,/ˈbɑ.nɑ/,4,18.01.21.01.00
ʋ̃ꜿıɐɟ,bongôsî,endangered,to be endangered/in danger,endangerment,endangered/in-danger,,Adjective,pankosi,b,Chichewa/Shona pangozi,/paᵑɡɔzi/,Niger-Congo,bongôsî,Evaluation 102: Worldy Evaluations I,1,1,0,0,0,1,0,0,bangôsî,/ˈbɑn.go.si/,7,18.01.21.11.02
ʋʓɿ,bole,12 twelve,to be twelve,twelve,twelfth,,Numeral,,b,Hindi बारह bārah,[bäː.ɾɛʱ],Indo-Iranian,bole,Mathematics 203: Intermediate Numbers I,1,0,0,0,0,0,1,0,balb,/ˈbɑ.lɛ/,4,18.01.23.03.00
ʋʓɟƶ̆,bolîmot,voluminous/spacious,to be voluminous,volume (space),voluminous,,Adjective,,b,Thai ปริมาตร bpà-rí-mâat,/pa˨˩.ri˦˥.maːt̚˥˩/,Kra-Dai,bolîmot,Architecture 302: Structural Properties II,2,0,0,0,0,1,0,0,balîmat,/ˈbɑ.li.mɑt/,7,18.01.23.06.20
ʋʓʃcʇ,bolutê,foreign,to be foreign/exotic,foreignness/exoticness,foreign/exotic,,Adjective,,b,Khmer បរទេស bɑɑrĕəʼteih,/ɓɑː.rĕəʔ.teih/,Austro-Asiatic,bolutê,Sociology 302: Politics I,1,0,1,0,0,0,0,1,balrtê,/ˈbɑ.lʌ.te/,6,18.01.23.07.12
ʋ͊ꞇɿ,bolce,cloth/fabric,to be cloth/fabric,cloth/fabric,cloth/fabric-related,,Noun,lipu,b,Persian پارچه pârče,[pʰɑːɾ.t͡ʃʰǽ],Indo-Iranian,bolce,Materials 102: Elementary Materials,1,0,0,0,0,0,1,0,balcb,/ˈbɑl.t͡ɕɛ/,5,18.01.23.13.03
ʋɀ̑,boyok,recent,to be recent,recentness,recent/just,,Adjective,,b,Azerbaijani bayaq,[bɑˈjɑχ],Turkic,boyok,Mathematics 301: Relative Time II,2,0,0,0,0,0,0,0,bayak,/ˈbɑ.jɑk/,5,18.01.24.01.10
ʋıɔıɤ̄,bôkôfoc,to block (the blocked),to block/obstruct,the blocked/obstructed,blockable/obstructable,,Verb,,b,Polish blokować,/blɔˈkɔ.vat͡ɕ/,Balto-Slavic,bôkôfoc,Phenomenology 304: Advanced Motion II,1,2,0,0,0,0,0,0,bôkôfac,/ˈbo.ko.fɑt͡ɕ/,7,18.02.10.02.19
ʋ̑ıʋ̃ʄ,bôkbûn,storm,to be a storm,storm,storm-related,,Noun,,b,Korean 폭풍 pokpung,[pʰo̞k̚pʰuŋ],Koreic,bôkbûn,Geography 202: Basic Environment II,0,1,0,1,0,0,0,0,bôkbûn,/ˈbok.bun/,6,18.02.10.18.08
ʋ̑ıʓ̃ı,bôklôn,to govern (the governed),to govern/manage,the governed/managed,governable/manageable,,Verb,,b,Thai ปกครอง bpòk-krɔɔng,/pok̚˨˩.kʰrɔːŋ˧/,Kra-Dai,bôklôn,Sociology 302: Politics I,0,2,0,0,0,0,0,0,bôklôn,/ˈbok.lon/,6,18.02.10.23.02
ʋıɐ͊,bôsol,to form a pose (a position),to form (pose-wise),a pose/position,posable/positionable,,Verb,posa,b,Spanish posar,[poˈsaɾ],Romance,bôsol,Phenomenology 101: Fundamental Motion I,1,1,0,0,0,0,0,0,bôsal,/ˈbo.sɑl/,5,18.02.14.01.23
ʋ̃ıcȷ,bônti,bridge,to be a bridge,bridge,bridge-related,,Noun,,b,Galician ponte,[ˈpɔntɪ],Romance,bônti,Architecture 201: Elementary Structures I,0,1,0,0,1,0,0,0,bônti,/ˈbon.tɪ/,5,18.02.21.12.05
ʋ͊ıɤʇʓʇ,bôlfêlê,powder,to be powder/dust,powder/dust,powder/dust-related,,Noun,powele,b,Italian polvere,/ˈpol.ve.re/,Romance,bôlfêlê,Materials 101: Material Types,0,1,0,0,0,0,0,2,bôlfêlê,/ˈbol.fe.le/,7,18.02.23.19.04
ʋɿcɟʌ,betîdo,to mean (a meaning),to mean/convey,a meaning,conveyable/meaning-like,to be meaningful,Verb,iwe,b,Swedish betyda,/bɛ¹tyːda/,Germanic,betîdo,Communication 103: Abstract Fundamentals II,1,0,0,0,0,1,1,0,bbtîda,/bɛ.ˈti.dɑ/,6,18.03.12.06.16
ʋɿɐ͊,besol,to seal/lock (the sealed/locked),to seal/lock,the sealed/locked,sealable/lockable,,Verb,,b,Hungarian bezár,[ˈbɛzaːr],Uralic,besol,Properties 301: Advanced Properties,1,0,0,0,0,0,1,0,bbsal,/ˈbɛ.sɑl/,5,18.03.14.01.23
ʋɿʓʇɋʃ,belêxu,to mark (a target),to mark/target,a target,markable/targetable,,Verb,,b,Bulgarian беле́жа beléža,[bɛˈlɛʒɐ],Balto-Slavic,belêxu,Communication 302: Intermediate Concepts II,0,0,1,0,0,0,1,1,bblêxr,/bɛ.ˈle.ʃʌ/,6,18.03.23.04.15
ʋɿʓɟɐ́ɟ,belîsîs,unsure,to be unsure/uncertain,unsureness/uncertainty,unsure/uncertain,,Adjective,,b,Turkish bellisiz,/bɛl.li'siz/,Turkic,belîsîs,Emotion 202: Adjacent Concepts,0,0,0,0,0,2,1,0,bblîsîs,/bɛ.ˈli.sis/,7,18.03.23.06.14
ʋʇɽɟɔʃ,bêîku,shell,to be a shell,shell,shell-related,,Noun,,b,Mandarin 貝殼 bèiké,/pei̯4 kʰɤ2/,Sino-Tibetan,bêîku,Anatomy 301: Non-Human Anatomy,0,0,1,0,0,1,0,1,bêîkr,/ˈbe.i.kʌ/,5,18.04.06.10.07
ʋʇɽʄʌ,bêûdo,to learn (a learning),to learn,a learning,learnable,,Verb,,b,Korean 배우다 bae'uda,[pe̞uda̠],Koreic,bêûdo,Language 201: Language & Mind,1,0,0,1,0,0,0,1,bêûda,/ˈbe.u.dɑ/,5,18.04.08.16.01
ʋʇɐʃ,bêsu,different,to be different,difference,different,,Adjective,sone,b,Malay بيذا beza,/be.zə/,Austronesian,bêsu,Evaluation 102: Worldy Evaluations I,0,0,1,0,0,0,0,1,bêsr,/ˈbe.sʌ/,4,18.04.14.07.00
ʋ́ʇƨʇɂ̆,bêsnêhot,to suggest (a suggestion),to suggest/propose,suggestion/proposal,suggestable/proposable,,Verb,,b,Persian پیشنهاد pišnehâd,[pʰeːʃ.ne̞.ɦɑ́ːd̪],Indo-Iranian,bêsnêhot,Communication 301: Intermediate Concepts I,1,0,0,0,0,0,0,2,bêsnêhat,/ˈbes.ne.hɑt/,8,18.04.14.21.04
ʋʇƶ̃,bêmon,to promise (a promise),to promise (to),a promise,promisable,,Verb,peman,b,Persian پیمان peymân,/pejˈmɒːn/,Indo-Iranian,bêmon,Communication 202: Basic Communication II,1,0,0,0,0,0,0,1,bêman,/ˈbe.mɑn/,5,18.04.20.01.21
ʋʇʓʇcʇ,bêlêtê,wall,to be a wall,wall,wall-related,,Noun,pelete,b,Romanian perete,[peˈrete],Romance,bêlêtê,Architecture 203: Structural Components,0,0,0,0,0,0,0,3,bêlêtê,/ˈbe.le.te/,6,18.04.23.04.12
ʋȷ,bi,manner/material marker,-,-,-,-,Preposition,in,b,Hebrew בְּ־ b'-,"/bi/,/ba/",Afroasiatic,bi,Grammar 102: Prepositions I,0,0,0,0,1,0,0,0,bi,/ˈbɪ/,2,18.05.00.00.00
ʋȷc̃ʄ,bitûn,night,to be a night,a night,night-related,,Noun,,b,"Guaraní, Mbyá pytũ",/pɨtũ/,Tupian,bitûn,Mathematics 302: Relative Time III,0,0,0,1,1,0,0,0,bitûn,/ˈbɪ.tun/,5,18.05.12.08.21
ʋ̃ȷʌʄ,bindû,dot,to be a dot/point,dot/point,dot/point-related,,Noun,pintu,b,Hindi बिंदु bindu,[bɪ̃n̪.d̪uː],Indo-Iranian,bindû,Architecture 101: 2D Geometry,0,0,0,1,1,0,0,0,bindû,/ˈbɪn.du/,5,18.05.21.16.08
ʋ̃ȷʓʇɽı,binlêô,bay/golf,to be a bay/golf,bay/golf,bay/golf-related,,Noun,,b,Burmese ပင်လယ်အော် panglaiau,/pɪ̀ɴlɛ̀ʔɔ̀/,Sino-Tibetan,binlêô,Geography 202: Basic Environment II,0,1,0,0,1,0,0,1,binlêô,/bɪn.ˈle.o/,6,18.05.21.23.04
ʋȷʓ̆ɟ,bilît,sticky,to be sticky,stickiness,sticky,,Adjective,,b,Cebuano pilit,[pɪˈl̪it̪],Austronesian,bilît,Properties 201: Physical Properties I,0,0,0,0,1,1,0,0,bilît,/ˈbɪ.lit/,5,18.05.23.06.12
ʋɟɽʓɟ,bîolî,hello/goodbye,-,-,-,,Interjection,peko,b,"Nahuatl, Eastern Huasteca pialli",[pialːi],Yuto-Nahuatl,bîolî,Grammar 101: Elementary Grammar I,1,0,0,0,0,2,0,0,bîalî,/ˈbi.ɑ.li/,5,18.06.01.23.06
ʋɟɽıƶʃ,bîômu,biome,to be a biome,biome,biome-related,,Noun,,b,Portuguese bioma,/biˈo.mɐ/,Romance,bîômu,Biology 301: Intermediate Biology,0,1,1,0,0,1,0,0,bîômr,/ˈbi.o.mʌ/,5,18.06.02.20.07
ʋɟɽ̑ɿ,bîek,to bake (a baked good),to bake,baked good,bakeable,,Verb,,b,Albanian pjek,[pjɛk],Albanian,bîek,Nutrition 101: Food & Drink I,0,0,0,0,0,1,1,0,bîbk,/ˈbi.ɛk/,4,18.06.03.10.00
ʋɟɔ̃cʇ,bîkontê,spicy,to be spicy,spiciness,spicy,,Adjective,pikante,b,Spanish picante,[piˈkãn̪.t̪e],Romance,bîkontê,Nutrition 201: Flavors,1,0,0,0,0,1,0,1,bîkantê,/ˈbi.kɑn.te/,7,18.06.10.01.21
ʋ̆ɟ,bît,conditional verb particle,-,-,-,-,Particle,,b,Czech být,[ˈbiːt],Balto-Slavic,bît,Grammar 302: Advanced Grammar II,0,0,0,0,0,1,0,0,bît,/ˈbit/,3,18.06.12.00.00
ʋɟꞇʄɽ̃,bîcûon,tired/exhausted,to be tired/exhausted,tiredness/exhaustedness,tired/exhausted,,Adjective,,b,Mandarin 疲倦 píjuàn,[pʰí.tɕwàn],Sino-Tibetan,bîcûon,Anatomy 102: Anatomical Properties I,1,0,0,1,0,1,0,0,bîcûan,/ˈbi.t͡ɕu.ɑn/,6,18.06.13.08.01
ʋ́ɟ,bîs,bad,to be bad,badness,bad,,Adjective,loso,b,Azerbaijani pis,[pis],Turkic,bîs,Evaluation 101: Basic Evaluations I,0,0,0,0,0,1,0,0,bîs,/ˈbis/,3,18.06.14.00.00
ʋɟɐʄ,bîsû,nonbinary/queer,to be nonbinary/queer,nonbinaryness/queerness,nonbinary/queer,,Adjective,tunci,b,Buginese ᨅᨗᨔᨘ bissu,[bisːu],Austronesian,bîsû,Anatomy 201: Social Concepts,0,0,0,1,0,1,0,0,bîsû,/ˈbi.su/,4,18.06.14.08.00
ʋɟʋ̑ı,bîbôk,white,to be white,whiteness,white,,Adjective,penpe,b,Atong পিবোক pibok,/pibok/,Sino-Tibetan,bîbôk,Color 101: Primary Colors,0,1,0,0,0,1,0,0,bîbôk,/ˈbi.bok/,5,18.06.18.02.10
ʋɟƨʇ,bînê,then,-,-,-,-,Conjunction,tan,b,Malayalam പിന്നെ pinne,/pin̪n̪e/,Dravidian,bînê,Grammar 202: Intermediate Grammar I,0,0,0,0,0,1,0,1,bînê,/ˈbi.ne/,4,18.06.21.04.00
ʋ̃ɟɂ̃ʄ,bînhûn,magenta,to be magenta,magenta-ness,magenta,,Adjective,,b,Mandarin 品紅 pǐnhóng,[pʰinhʊŋ],Sino-Tibetan,bînhûn,Color 303: Tertiary Colors,0,0,0,1,0,1,0,0,bînhûn,/ˈbin.hun/,6,18.06.21.09.08
ʋ̃ɟc̃,bînton,star,to be a star,star,star-like,,Noun,pintan,b,Malay bintang,/bintaŋ/,Austronesian,bînton,Science 101: Elementary Science I,1,0,0,0,0,1,0,0,bîntan,/ˈbin.tɑn/,6,18.06.21.12.01
ʋɟʓ́ʄ,bîlûs,victorious,to be victorious,victoriousness/victory,victorious,,Adjective,pilu,b,Persian پیروز piruz,[pʰiː.ɹúːz],Indo-Iranian,bîlûs,Sociology 303: Politics II,0,0,0,1,0,1,0,0,bîlûs,/ˈbi.lus/,5,18.06.23.08.14
ʋʃɔʄ,bukû,frozen,to be frozen/congealed/solidified/ossified,frozenness/congealedness/solidity,frozen/congealed/solidified/ossified,,Adjective,,b,Malay,[bəˈku],Austronesian,bukû,Properties 201: Physical Properties I,0,0,1,1,0,0,0,0,brkû,/ˈbʌ.ku/,4,18.07.10.08.00
ʋ̆ʃ,but,open,to be open,openness,open,,Adjective,kula,b,Thai เปิด bpə̀ət,/pɤːt̚˨˩/,Kra-Dai,but,Properties 101: Fundamental Properties I,0,0,1,0,0,0,0,0,brt,/ˈbʌt/,3,18.07.12.00.00
ʋʃꞇƨ,bucono,to save/rescue (the saved/rescued),to save/rescue,the saved/rescued,saveable/rescuable,,Verb,,b,Hindi बचाना bacānā,/bə.t͡ʃɑː.nɑː/,Indo-Iranian,bucono,Sociology 102: Basic Concepts II,2,0,1,0,0,0,0,0,brcana,/bʌ.ˈt͡ɕɑ.nɑ/,6,18.07.13.01.21
ʋ́ʃʒ̃ɿ,buswen,to need (a requirement),to need/require,a need/requirement,necessary/requisite,,Verb,pesuwan,b,French besoin,/bə.zwɛ̃/,Romance,buswen,Communication 101: Abstract Fundamentals I,0,0,1,0,0,0,1,0,brswbn,/ˈbʌs.wɛn/,6,18.07.14.22.03
ʋ́ʃʒʇʓ̃ȷ,buswêlin,oath/incantation,to be an oath/incantation,oath/incancation,oath/incantation-related,,Noun,,b,Dutch bezwering,/bəˈzʋeː.rɪŋ/,Germanic,buswêlin,Sociology 301: Religion,0,0,1,0,1,0,0,1,brswêlin,/bʌs.ˈwe.lɪn/,8,18.07.14.22.04
ʋ̃ʃɋ̃ȷ,bunxin,innate/native,to be innate/native,innateness/nativeness,innate/native,,Adjective,,b,Vietnamese bẩm sinh,[ʔɓəm˨˩˦ ʂɨn˧˧],Austro-Asiatic,bunxin,Evaluation 303: Advanced Evaluations II,0,0,1,0,1,0,0,0,brnxin,/ˈbʌn.ʃɪn/,6,18.07.21.15.05
ʋ̃ʃʌʃ,bundu,closed,to be closed,closedness,closed,,Adjective,panta,b,Marathi बंद banda,/bən.d̪ə/,Indo-Iranian,bundu,Properties 101: Fundamental Properties I,0,0,2,0,0,0,0,0,brndr,/ˈbʌn.dʌ/,5,18.07.21.16.07
ʋʃɀ̃ɿꞇ̑,buyencok,arachnid,to be an arachnid,an arachnid,arachnid-like,,Noun,,b,Polish pajęczak,/paˈjɛn.t͡ʂak/,Balto-Slavic,buyencok,Biology 102: Animals I,1,0,1,0,0,0,1,0,brybncak,/ˈbʌ.jɛn.t͡ɕɑk/,8,18.07.24.03.21
ʋʄɽɟɂɟ,bûîhî,timid/shy,to be timid/shy,timidness/shyness,timid/shy,,Adjective,,b,Māori pūihi,[puːihi],Austronesian,bûîhî,Emotion 201: Fundamental Emotions II,0,0,0,1,0,2,0,0,bûîhî,/ˈbu.i.hi/,5,18.08.06.09.06
ʋʄꜿ̆,bûgot,heavy,to be heavy,heaviness/weight,heavy,,Adjective,puka,b,Cebuano bug-at,[bʊɡˈʔat̪],Austronesian,bûgot,Architecture 301: Structural Properties I,1,0,0,1,0,0,0,0,bûgat,/ˈbu.gɑt/,5,18.08.11.01.12
ʋʄɐ̃ȷ,bûsin,dizzy,to be dizzy/confused,dizziness/confusion,dizzy/confused,,Adjective,,b,Indonesian pusing,[ˈpusɪŋ],Austronesian,bûsin,Properties 102: Fundamental Properties II,0,0,0,1,1,0,0,0,bûsin,/ˈbu.sɪn/,5,18.08.14.05.21
ʋ́ʄʓʄ,bûslû,translucent,to be translucent,translucency,translucent,,Adjective,,b,Turkish buzlu,[buz̪ˈl̠ʊ],Turkic,bûslû,Materials 201: Material Properties,0,0,0,2,0,0,0,0,bûslû,/ˈbus.lu/,5,18.08.14.23.08
ʋʄʌꜿ,bûdogo,bubble,to be a bubble,a bubble,bubble-like,foam,Noun,,b,Telugu బుడగ buḍaga,/buɖaga/,Dravidian,bûdogo,Tools 302: Advanced Objects II,2,0,0,1,0,0,0,0,bûdaga,/ˈbu.dɑ.gɑ/,6,18.08.16.01.11
ʋʄʌɟɔı,bûdîkô,modest/chaste,to be modest/chaste,modesty/chastity,modest/chaste,,Adjective,putiko,b,Italian pudico,/puˈdi.ko/,Romance,bûdîkô,Emotion 202: Adjacent Concepts,0,1,0,1,0,1,0,0,bûdîkô,/ˈbu.di.ko/,6,18.08.16.06.10
ʋʄⱴ̑ı,bûzôk,lack,to be lacking/short/deficient,lack/shortage/deficiency,insufficient/deficient,,Determiner,,b,Korean 부족,[pud͡ʑo̞k̚],Koreic,bûzôk,Mathematics 303: Relative Quantities II,0,1,0,1,0,0,0,0,bûzôk,/ˈbu.d͡ʒok/,5,18.08.17.02.10
ʋʄƶɟ,bûmî,ground/terrain/earth,to be ground/terrain/earth,ground/terrain/earth,ground/terrain/earth-related,,Noun,pumi,b,Sanskrit भूमि bhū́mi,/ˈbʱuː.mi/,Indo-Iranian,bûmî,Geography 102: Basic Environment I,0,0,0,1,0,1,0,0,bûmî,/ˈbu.mi/,4,18.08.20.06.00
ʋ̃ʄc̆ʄ,bûntût,tail,to be a tail,tail,caudal/tail-like,,Noun,,b,Malay بونتوت buntut,/buntut/,Austronesian,bûntût,Anatomy 301: Non-Human Anatomy,0,0,0,2,0,0,0,0,bûntût,/ˈbun.tut/,6,18.08.21.12.08
ʋ̃ʄʌʄɔɟ,bûndûkî,gun,to be a gun,gun,gun-related,,Noun,,b,Swahili bunduki,/bʊn'du.ki/,Niger-Congo,bûndûkî,Tools 302: Advanced Objects II,0,0,0,2,0,1,0,0,bûndûkî,/ˈbun.du.ki/,7,18.08.21.16.08
ʋʄʓ,bûlo,brown,to be brown,brownness,brown,,Adjective,pula,b,Hindi भूरा bhūrā,[bʱuː.ɾäː],Indo-Iranian,bûlo,Color 202: Secondary Colors,1,0,0,1,0,0,0,0,bûla,/ˈbu.lɑ/,4,18.08.23.01.00
ɤɽ̆ʄ,foût,error,to be an error/mistake/defect,error/mistake/defect,error/mistake/defect-related,,Noun,,f,Dutch fout,/fɑu̯t/,Germanic,foût,Evaluation 302: Advanced Evaluations I,1,0,0,1,0,0,0,0,faût,/ˈfɑ.ut/,4,19.01.08.12.00
